ID,Title,IMDb,Age Category,d1,d2,d3,d4
4213,kid 90,6.9,13+,0,1,0,0
4214,Evening,6.5,13+,0,1,0,0
4215,The Courier,4.8,18+,0,0,0,1
4216,The Festival,5.8,18+,0,0,0,1
4217,Factotum,6.6,18+,0,0,0,1
4218,The Tax Collector,4.8,18+,0,0,0,1
4219,Blue Sky,6.4,13+,0,1,0,0
4220,WeWork: or The Making and Breaking of a $47 Billion Unicorn,6.6,13+,0,1,0,0
4221,Ode to Joy,6.4,18+,0,0,0,1
4222,The Cave,7.5,13+,0,1,0,0
4223,Eliminators,5.6,18+,0,0,0,1
4224,Wild Mountain Thyme,5.6,13+,0,1,0,0
4225,Save Yourselves!,5.8,18+,0,0,0,1
4226,Elena Undone,6.1,18+,0,0,0,1
4227,Anacondas: The Hunt for the Blood Orchid,4.7,13+,0,1,0,0
4228,An American Haunting,5.1,13+,0,1,0,0
4229,Clemency,6.5,18+,0,0,0,1
4230,The Haunting in Connecticut 2: Ghosts of Georgia,5.3,18+,0,0,0,1
4231,Books of Blood,5.6,18+,0,0,0,1
4232,The Secret Garden,5.5,7+,1,0,0,0
4233,Waiting for the Barbarians,5.9,16+,0,0,1,0
4234,Caveman,5.8,7+,1,0,0,0
4235,Ordinary Love,6.6,18+,0,0,0,1
4236,A Boy Named Charlie Brown,7.3,all,0,0,0,0
4237,Too Funny to Fail: The Life & Death of The Dana Carvey Show,7.7,18+,0,0,0,1
4238,Rams,6.4,13+,0,1,0,0
4239,RoboCop 3,4.1,13+,0,1,0,0
4240,Grand Isle,4.6,18+,0,0,0,1
4241,Tesla,5,13+,0,1,0,0
4242,You Cannot Kill David Arquette,7.2,18+,0,0,0,1
4243,100% Wolf,5.7,7+,1,0,0,0
4244,Night of the Kings,6.5,18+,0,0,0,1
4245,Overdrive,5.4,13+,0,1,0,0
4246,Open Water 2: Adrift,5.2,18+,0,0,0,1
4247,False Positive,4.6,18+,0,0,0,1
4248,The Doorman,4.5,18+,0,0,0,1
4249,Almost Adults,5.7,16+,0,0,1,0
4250,The Final Member,6.5,18+,0,0,0,1
4251,Neil Young: Heart of Gold,7.7,7+,1,0,0,0
4252,Graveyard Shift,4.9,18+,0,0,0,1
4253,"Snoopy, Come Home",7.4,all,0,0,0,0
4254,The Fight,6.2,13+,0,1,0,0
4255,L!fe Happens,5.6,18+,0,0,0,1
4256,Fairy Tail: Phoenix Priestess,7.1,13+,0,1,0,0
4257,Crypto,5.3,18+,0,0,0,1
4258,The 10 Year Plan,6.1,13+,0,1,0,0
4259,Suburban Gothic,5.6,18+,0,0,0,1
4260,Welcome Home Roscoe Jenkins,5.5,13+,0,1,0,0
4261,The Other Lamb,5.2,18+,0,0,0,1
4262,Once Were Brothers: Robbie Robertson and The Band,7.3,18+,0,0,0,1
4263,Good Deeds,5.6,13+,0,1,0,0
4264,The Face of Love,6.2,13+,0,1,0,0
4265,Stonewall,5.3,18+,0,0,0,1
4266,Nurse 3-D,4.5,18+,0,0,0,1
4267,Body Cam,5.3,18+,0,0,0,1
4268,Where Hope Grows,6.6,13+,0,1,0,0
4269,Buddy Games,4.8,18+,0,0,0,1
4270,Gundala,6.2,16+,0,0,1,0
4271,Rebuilding Paradise,7,13+,0,1,0,0
4272,Valley Girl,5.5,13+,0,1,0,0
4273,My Little Pony: The Princess Promenade,7.5,all,0,0,0,0
4274,Rogue,4,18+,0,0,0,1
4275,Hideaway,5.3,18+,0,0,0,1
4276,Sword Art Online: Extra Edition,6.3,16+,0,0,1,0
4277,I Declare War,6,18+,0,0,0,1
4278,Astro Kid,6.6,7+,1,0,0,0
4279,Superpower Dogs,7.3,all,0,0,0,0
4280,Ben 10: Secret of the Omnitrix,7.2,7+,1,0,0,0
4281,Frankenstein and the Monster from Hell,6.3,18+,0,0,0,1
4282,You Instead,6.7,18+,0,0,0,1
4283,Book of Shadows: Blair Witch 2,4,18+,0,0,0,1
4284,A Nice Girl Like You,5.1,18+,0,0,0,1
4285,Still Waiting...,4.9,18+,0,0,0,1
4286,Turbulence,4.9,18+,0,0,0,1
4287,Dark Web: Cicada 3301,4.9,18+,0,0,0,1
4288,Caddyshack II,3.8,13+,0,1,0,0
4289,Amulet,4.8,18+,0,0,0,1
4290,Kindergarten Cop 2,4.5,13+,0,1,0,0
4291,Donnybrook,5.4,18+,0,0,0,1
4292,An Acceptable Loss,5.4,18+,0,0,0,1
4293,Notturno,6.2,18+,0,0,0,1
4294,Our Family Wedding,5.1,13+,0,1,0,0
4295,Wander Darkly,5.8,18+,0,0,0,1
4296,Hooking Up,5.5,18+,0,0,0,1
4297,Star Kid,5.3,7+,1,0,0,0
4298,Wild Nights with Emily,6.2,13+,0,1,0,0
4299,R.L. Stine's Monsterville: The Cabinet of Souls,5.7,7+,1,0,0,0
4300,Black and White,4.9,18+,0,0,0,1
4301,Journey to the South Pacific,6.3,all,0,0,0,0
4302,The Ultimate Playlist of Noise,6.6,18+,0,0,0,1
4303,The Night Watchmen,5.4,18+,0,0,0,1
4304,Intersect,3.8,18+,0,0,0,1
4305,Mary,4.4,18+,0,0,0,1
4306,Bratz,3.1,7+,1,0,0,0
4307,Taffin,5.5,18+,0,0,0,1
4308,Soul Survivors,3.9,13+,0,1,0,0
4309,Lucky Day,5.1,18+,0,0,0,1
4310,The Boy Downstairs,5.7,13+,0,1,0,0
4311,The Big Ugly,5.1,18+,0,0,0,1
4312,The Roads Not Taken,5.2,18+,0,0,0,1
4313,69: The Saga of Danny Hernandez,5.3,18+,0,0,0,1
4314,It Had to Be You,5.4,18+,0,0,0,1
4315,This Mountain Life,7.4,7+,1,0,0,0
4316,The Hug,6.2,13+,0,1,0,0
4317,I Do... Until I Don't,4.1,18+,0,0,0,1
4318,Bucky Larson: Born to Be a Star,3.2,18+,0,0,0,1
4319,Behind You,4.2,18+,0,0,0,1
4320,Dr. Bird's Advice for Sad Poets,6.1,18+,0,0,0,1
4321,Mostly Ghostly,5,7+,1,0,0,0
4322,Phobias,3.6,18+,0,0,0,1
4323,Pandas: The Journey Home,7.4,all,0,0,0,0
4324,Stars Fell on Alabama,5.5,13+,0,1,0,0
4325,Red Dog,6.6,18+,0,0,0,1
4326,The Time of Their Lives,6,16+,0,0,1,0
4327,Citizen Soldier,5.9,18+,0,0,0,1
4328,Joyride,5,18+,0,0,0,1
4329,A Christmas Movie Christmas,5.6,all,0,0,0,0
4330,Mostly Ghostly: Have You Met My Ghoulfriend?,4.8,7+,1,0,0,0
4331,Attack of the 50 Foot Cheerleader,4.4,18+,0,0,0,1
4332,Bayou Caviar,4.7,18+,0,0,0,1
4333,Gigli,2.5,18+,0,0,0,1
4334,Anaconda 3: Offspring,2.8,18+,0,0,0,1
4335,Shangri-La Suite,5.1,16+,0,0,1,0
4336,Wings of Courage,6.4,all,0,0,0,0
4337,Anacondas: Trail of Blood,3,18+,0,0,0,1
4338,Slay the Dragon,6.9,13+,0,1,0,0
4339,Supervized,5.1,18+,0,0,0,1
4340,The Turkey Bowl,5.5,16+,0,0,1,0
4341,Dirt Music,5.3,13+,0,1,0,0
4342,House of the Dead,2.1,18+,0,0,0,1
4343,The Adventures of Hercules,4,7+,1,0,0,0
4344,Hurley,7.1,7+,1,0,0,0
4345,The Cookout,3.8,13+,0,1,0,0
4346,In The Mix,2.9,13+,0,1,0,0
4347,Christmas Perfection,5.5,7+,1,0,0,0
4348,Soldier Boyz,4.3,18+,0,0,0,1
4349,Gorp,3.6,18+,0,0,0,1
4350,Mostly Ghostly 3: One Night in Doom House,4.8,7+,1,0,0,0
4351,Into the Deep,6.7,all,0,0,0,0
4352,The Legend of Baron To'a,6.4,18+,0,0,0,1
4353,Baby Steps,5.7,18+,0,0,0,1
4354,General Commander,3.3,18+,0,0,0,1
4355,The Warrior Queen of Jhansi,4.2,18+,0,0,0,1
4356,Phat Girlz,3.3,13+,0,1,0,0
4357,Autonomy,6.3,7+,1,0,0,0
4358,Get Squirrely,3.7,all,0,0,0,0
4359,North Korea: Inside The Mind of a Dictator,6.7,13+,0,1,0,0
4360,The Swing of Things,2.9,18+,0,0,0,1
4361,A Haunting on Potter Street: The Potter Street Station,5.3,7+,1,0,0,0
4362,Safer at Home,4.5,18+,0,0,0,1
4363,My Little Pony: A Very Minty Christmas,5,all,0,0,0,0
4364,12 Pups of Christmas,4.3,7+,1,0,0,0
4365,Paws P.I.,6.7,7+,1,0,0,0
4366,Boonie Bears: The Big Shrink,5.5,7+,1,0,0,0
4367,My Little Pony: Twinkle Wish Adventure,5.6,all,0,0,0,0
4368,Deep in Vogue,6.2,18+,0,0,0,1
4369,Bernie the Dolphin 2,5.1,all,0,0,0,0
4370,The Secret of Life on Earth,7.2,all,0,0,0,0
4371,Life Without Basketball,6.8,7+,1,0,0,0
4372,Fight Club,8.8,18+,0,0,0,1
4373,Alien,8.4,18+,0,0,0,1
4374,Borat Subsequent Moviefilm,6.7,18+,0,0,0,1
4375,Snatch,8.3,18+,0,0,0,1
4376,One Night in Miami...,7.1,18+,0,0,0,1
4377,Knives Out,7.9,13+,0,1,0,0
4378,Rear Window,8.5,7+,1,0,0,0
4379,Vertigo,8.3,7+,1,0,0,0
4380,E.T. the Extra-Terrestrial,7.8,7+,1,0,0,0
4381,Midnight in Paris,7.7,13+,0,1,0,0
4382,"I, Robot",7.1,13+,0,1,0,0
4383,Unbreakable,7.3,13+,0,1,0,0
4384,The Wrestler,7.9,18+,0,0,0,1
4385,The Tomorrow War,6.6,13+,0,1,0,0
4386,Hotel Rwanda,8.1,13+,0,1,0,0
4387,Scent of a Woman,8,18+,0,0,0,1
4388,Sound of Metal,7.8,18+,0,0,0,1
4389,The Elephant Man,8.1,7+,1,0,0,0
4390,Tropic Thunder,7,18+,0,0,0,1
4391,Adaptation.,7.7,18+,0,0,0,1
4392,A.I. Artificial Intelligence,7.2,13+,0,1,0,0
4393,On the Waterfront,8.1,7+,1,0,0,0
4394,The Abyss,7.5,13+,0,1,0,0
4395,Ran,8.2,18+,0,0,0,1
4396,Awakenings,7.8,13+,0,1,0,0
4397,Burn After Reading,7,16+,0,0,1,0
4398,Sylvie's Love,6.8,13+,0,1,0,0
4399,Perfume: The Story of a Murderer,7.5,18+,0,0,0,1
4400,Hellboy,6.8,13+,0,1,0,0
4401,Master and Commander: The Far Side of the World,7.4,13+,0,1,0,0
4402,Patton,7.9,7+,1,0,0,0
4403,The Last King of Scotland,7.7,18+,0,0,0,1
4404,Only Lovers Left Alive,7.3,18+,0,0,0,1
4405,The French Connection,7.7,18+,0,0,0,1
4406,WarGames,7.1,7+,1,0,0,0
4407,My Spy,6.4,13+,0,1,0,0
4408,DodgeBall: A True Underdog Story,6.7,13+,0,1,0,0
4409,An American Werewolf in London,7.5,18+,0,0,0,1
4410,Incident at Oglala,7.5,7+,1,0,0,0
4411,Crimson Tide,7.3,18+,0,0,0,1
4412,7500,6.3,18+,0,0,0,1
4413,The Fisher King,7.5,18+,0,0,0,1
4414,High Noon,8,7+,1,0,0,0
4415,Hard Candy,7.1,18+,0,0,0,1
4416,Delicatessen,7.6,18+,0,0,0,1
4417,Mallrats,7.1,18+,0,0,0,1
4418,An Education,7.3,13+,0,1,0,0
4419,Open Your Eyes,7.7,18+,0,0,0,1
4420,Eagle Eye,6.6,13+,0,1,0,0
4421,Timecrimes,7.2,18+,0,0,0,1
4422,Rudy,7.5,7+,1,0,0,0
4423,Alien Resurrection,6.2,18+,0,0,0,1
4424,All In: The Fight for Democracy,6.6,13+,0,1,0,0
4425,Jungle,6.7,18+,0,0,0,1
4426,Our Friend,7.3,18+,0,0,0,1
4427,Guns Akimbo,6.3,18+,0,0,0,1
4428,Seeking a Friend for the End of the World,6.7,18+,0,0,0,1
4429,Frailty,7.2,18+,0,0,0,1
4430,Troll Hunter,7,13+,0,1,0,0
4431,The Gravedancers,5.5,18+,0,0,0,1
4432,Top Secret!,7.2,7+,1,0,0,0
4433,Get Duked!,6.2,18+,0,0,0,1
4434,Monsters,6.4,18+,0,0,0,1
4435,Super Size Me,7.2,13+,0,1,0,0
4436,Biutiful,7.5,18+,0,0,0,1
4437,Unhinged,6,18+,0,0,0,1
4438,Ali,6.8,18+,0,0,0,1
4439,Honest Thief,6,13+,0,1,0,0
4440,The Vast of Night,6.7,13+,0,1,0,0
4441,Green Lantern,5.5,13+,0,1,0,0
4442,Kingpin,6.9,13+,0,1,0,0
4443,The Last Castle,7,18+,0,0,0,1
4444,Colombiana,6.4,13+,0,1,0,0
4445,Marie Antoinette,6.5,13+,0,1,0,0
4446,Nick and Norah's Infinite Playlist,6.6,13+,0,1,0,0
4447,Star Trek: Nemesis,6.4,13+,0,1,0,0
4448,Reign of Fire,6.2,13+,0,1,0,0
4449,Rent,6.9,13+,0,1,0,0
4450,The Quiet Man,7.8,all,0,0,0,0
4451,Vantage Point,6.6,13+,0,1,0,0
4452,Lords of Dogtown,7.1,13+,0,1,0,0
4453,Why Did I Get Married?,5.9,13+,0,1,0,0
4454,Testament of Youth,7.3,13+,0,1,0,0
4455,The Taking of Pelham One Two Three,7.7,18+,0,0,0,1
4456,Vivarium,5.8,18+,0,0,0,1
4457,The Devil's Double,7.1,18+,0,0,0,1
4458,The Men Who Stare at Goats,6.2,18+,0,0,0,1
4459,The Informer,6.6,18+,0,0,0,1
4460,"See No Evil, Hear No Evil",6.9,18+,0,0,0,1
4461,The Towering Inferno,7,7+,1,0,0,0
4462,The Grudge,5.9,13+,0,1,0,0
4463,Beowulf,6.2,13+,0,1,0,0
4464,Of Mice and Men,7.5,13+,0,1,0,0
4465,The Last Unicorn,7.4,all,0,0,0,0
4466,The Neon Demon,6.2,18+,0,0,0,1
4467,The Ghost and the Darkness,6.8,18+,0,0,0,1
4468,Coming 2 America,5.3,13+,0,1,0,0
4469,Searching for Bobby Fischer,7.4,7+,1,0,0,0
4470,Hummingbird,6.2,18+,0,0,0,1
4471,Fanboys,6.6,13+,0,1,0,0
4472,Uncle Tom,8.8,all,0,0,0,0
4473,Candy,7.2,18+,0,0,0,1
4474,Romeo and Juliet,7.6,7+,1,0,0,0
4475,Irrational Man,6.6,18+,0,0,0,1
4476,Miss Pettigrew Lives for a Day,7.1,13+,0,1,0,0
4477,The Ladykillers,6.2,18+,0,0,0,1
4478,The Map of Tiny Perfect Things,6.8,13+,0,1,0,0
4479,House of 1000 Corpses,6.1,18+,0,0,0,1
4480,30 Minutes or Less,6.1,16+,0,0,1,0
4481,Lara Croft: Tomb Raider - The Cradle of Life,5.6,13+,0,1,0,0
4482,Ek Tha Tiger,5.5,13+,0,1,0,0
4483,Small Soldiers,6.2,13+,0,1,0,0
4484,Danger Close: The Battle of Long Tan,6.8,18+,0,0,0,1
4485,Bringing Out the Dead,6.8,18+,0,0,0,1
4486,Funny Girl,7.4,all,0,0,0,0
4487,The Three Burials of Melquiades Estrada,7.4,18+,0,0,0,1
4488,The Limey,7,18+,0,0,0,1
4489,Uncle Frank,7.3,18+,0,0,0,1
4490,Bad Lieutenant,7.1,18+,0,0,0,1
4491,The Loved Ones,6.6,18+,0,0,0,1
4492,City Island,7.4,13+,0,1,0,0
4493,Tom Clancy's Without Remorse,5.8,18+,0,0,0,1
4494,A Rainy Day in New York,6.5,13+,0,1,0,0
4495,The Family Stone,6.3,13+,0,1,0,0
4496,John Dies at the End,6.4,18+,0,0,0,1
4497,To Rome with Love,6.3,18+,0,0,0,1
4498,Iron Sky,5.9,18+,0,0,0,1
4499,Sky Captain and the World of Tomorrow,6,7+,1,0,0,0
4500,Life in a Year,6.1,13+,0,1,0,0
4501,The Spanish Prisoner,7.2,7+,1,0,0,0
4502,Centurion,6.3,18+,0,0,0,1
4503,Courageous,7,13+,0,1,0,0
4504,Narc,7.1,18+,0,0,0,1
4505,The Lady in the Van,6.7,13+,0,1,0,0
4506,The Shootist,7.6,7+,1,0,0,0
4507,The House Bunny,5.5,13+,0,1,0,0
4508,Archive,6.4,18+,0,0,0,1
4509,Frozen River,7.1,18+,0,0,0,1
4510,The Accused,7.2,18+,0,0,0,1
4511,In Order of Disappearance,7.2,18+,0,0,0,1
4512,Aparajito,8.4,13+,0,1,0,0
4513,Pulse,6.6,18+,0,0,0,1
4514,Scoop,6.6,13+,0,1,0,0
4515,Dorian Gray,6.3,18+,0,0,0,1
4516,Priest,5.7,13+,0,1,0,0
4517,Pumping Iron,7.4,7+,1,0,0,0
4518,Splinter,6.1,18+,0,0,0,1
4519,Fathers and Daughters,7.1,18+,0,0,0,1
4520,Alan Partridge: Alpha Papa,6.9,13+,0,1,0,0
4521,Penguin Highway,7.1,7+,1,0,0,0
4522,Porky's,6.2,18+,0,0,0,1
4523,The Ruins,5.9,18+,0,0,0,1
4524,Angela's Ashes,7.3,18+,0,0,0,1
4525,Premonition,5.9,13+,0,1,0,0
4526,Stories We Tell,7.6,13+,0,1,0,0
4527,Jolt,5.5,18+,0,0,0,1
4528,Wiener-Dog,5.9,18+,0,0,0,1
4529,Riding in Cars with Boys,6.5,13+,0,1,0,0
4530,Lake Mungo,6.3,18+,0,0,0,1
4531,The Parallax View,7.1,18+,0,0,0,1
4532,The Taking of Deborah Logan,6,18+,0,0,0,1
4533,Two for the Money,6.3,18+,0,0,0,1
4534,The Silencing,6.2,18+,0,0,0,1
4535,Deuce Bigalow: Male Gigolo,5.7,18+,0,0,0,1
4536,How I Live Now,6.5,18+,0,0,0,1
4537,Absence of Malice,6.9,7+,1,0,0,0
4538,Rudderless,7.5,18+,0,0,0,1
4539,School Ties,6.9,13+,0,1,0,0
4540,Repo! The Genetic Opera,6.6,18+,0,0,0,1
4541,After Porn Ends 2,5.5,18+,0,0,0,1
4542,Words on Bathroom Walls,7.2,13+,0,1,0,0
4543,Grease Live,7.3,13+,0,1,0,0
4544,Brigham City,6.7,13+,0,1,0,0
4545,JCVD,7.1,18+,0,0,0,1
4546,How High,6.3,18+,0,0,0,1
4547,Aaja Nachle,6.2,all,0,0,0,0
4548,Take This Waltz,6.6,18+,0,0,0,1
4549,Things We Lost in the Fire,7.2,18+,0,0,0,1
4550,The Warlords,7,18+,0,0,0,1
4551,Jesse Stone: Stone Cold,7.2,18+,0,0,0,1
4552,The Little Girl Who Lives Down the Lane,7,7+,1,0,0,0
4553,Barbarella,5.9,7+,1,0,0,0
4554,Ondine,6.8,13+,0,1,0,0
4555,Ramona and Beezus,6.5,all,0,0,0,0
4556,Monsieur Lazhar,7.5,13+,0,1,0,0
4557,Another 48 Hrs.,5.9,18+,0,0,0,1
4558,Barefoot in the Park,7,all,0,0,0,0
4559,Radioactive,6.2,13+,0,1,0,0
4560,I'm Your Woman,6.2,18+,0,0,0,1
4561,Beyond the Black Rainbow,6,18+,0,0,0,1
4562,Starbuck,7.2,18+,0,0,0,1
4563,T-34,6.7,16+,0,0,1,0
4564,Reservation Road,6.7,18+,0,0,0,1
4565,Come to Daddy,6,18+,0,0,0,1
4566,Children of a Lesser God,7.2,18+,0,0,0,1
4567,The Woman,6,18+,0,0,0,1
4568,The Program,6.5,13+,0,1,0,0
4569,A Mighty Heart,6.6,18+,0,0,0,1
4570,The Final Cut,6.2,13+,0,1,0,0
4571,Nick of Time,6.3,18+,0,0,0,1
4572,I Spy,5.4,13+,0,1,0,0
4573,Hard Rain,5.9,18+,0,0,0,1
4574,Dead & Buried,6.6,18+,0,0,0,1
4575,The Brass Teapot,6.4,18+,0,0,0,1
4576,Money Train,5.7,18+,0,0,0,1
4577,Better Luck Tomorrow,7,18+,0,0,0,1
4578,Teeth,5.4,18+,0,0,0,1
4579,White Bird in a Blizzard,6.4,18+,0,0,0,1
4580,The Secret: Dare to Dream,6.5,7+,1,0,0,0
4581,My Bloody Valentine,6.3,18+,0,0,0,1
4582,Chemical Hearts,6.3,18+,0,0,0,1
4583,Piranha,5.9,18+,0,0,0,1
4584,Hobo with a Shotgun,6.1,18+,0,0,0,1
4585,Hondo,7.1,7+,1,0,0,0
4586,Detective Byomkesh Bakshy!,7.7,18+,0,0,0,1
4587,Space Pirate Captain Harlock,6.4,13+,0,1,0,0
4588,Warlock,6.2,18+,0,0,0,1
4589,Extracted,6.5,18+,0,0,0,1
4590,Marauders,5.5,18+,0,0,0,1
4591,Carnal Knowledge,7,18+,0,0,0,1
4592,I Give It a Year,5.7,18+,0,0,0,1
4593,Last Shift,5.8,18+,0,0,0,1
4594,Look Away,5.8,18+,0,0,0,1
4595,The Transporter Refueled,5.2,13+,0,1,0,0
4596,Blue Thunder,6.4,18+,0,0,0,1
4597,The Beastmaster,6.2,7+,1,0,0,0
4598,Mortal,5.9,18+,0,0,0,1
4599,One Step Behind the Seraphim,8.3,13+,0,1,0,0
4600,100 Girls,5.8,18+,0,0,0,1
4601,Blind Fury,6.4,18+,0,0,0,1
4602,Arkansas,6,18+,0,0,0,1
4603,The Beast of War,7.3,18+,0,0,0,1
4604,Black Butterfly,6.2,18+,0,0,0,1
4605,The Story of Adele H.,7.3,7+,1,0,0,0
4606,Bob Roberts,7,18+,0,0,0,1
4607,Drug War,7,18+,0,0,0,1
4608,Leatherheads,6,13+,0,1,0,0
4609,Butter,6.2,18+,0,0,0,1
4610,I.Q.,6.2,7+,1,0,0,0
4611,The Messengers,5.4,13+,0,1,0,0
4612,When a Stranger Calls,6.5,16+,0,0,1,0
4613,Frances,7.3,18+,0,0,0,1
4614,The Animal,4.8,13+,0,1,0,0
4615,Mikey and Nicky,7.4,18+,0,0,0,1
4616,10 Items or Less,6.6,18+,0,0,0,1
4617,Cold Skin,6,16+,0,0,1,0
4618,April Fool's Day,6.2,18+,0,0,0,1
4619,Hatchet,5.7,18+,0,0,0,1
4620,Kill Me Three Times,5.9,18+,0,0,0,1
4621,Wishmaster,5.8,18+,0,0,0,1
4622,The Perfect Score,5.7,13+,0,1,0,0
4623,Dante's Inferno: An Animated Epic,6.6,18+,0,0,0,1
4624,LOL,4.4,13+,0,1,0,0
4625,Georgia Rule,5.9,18+,0,0,0,1
4626,Manhattan Night,6.2,18+,0,0,0,1
4627,Diary of a Mad Black Woman,5.8,13+,0,1,0,0
4628,Daawat-e-Ishq,6.1,7+,1,0,0,0
4629,Mondays in the Sun,7.6,18+,0,0,0,1
4630,Billionaire Boys Club,5.6,18+,0,0,0,1
4631,Remo Williams: The Adventure Begins,6.5,13+,0,1,0,0
4632,Boy Meets Girl,7.1,18+,0,0,0,1
4633,I Wish,7.4,7+,1,0,0,0
4634,360,6.2,18+,0,0,0,1
4635,Motel Hell,6,18+,0,0,0,1
4636,Bandslam,6.3,7+,1,0,0,0
4637,Tumbledown,6.2,18+,0,0,0,1
4638,Deuce Bigalow: European Gigolo,4.7,18+,0,0,0,1
4639,Donovan's Reef,6.8,all,0,0,0,0
4640,Mao's Last Dancer,7.3,7+,1,0,0,0
4641,The Two Jakes,6.2,18+,0,0,0,1
4642,Herself,7,18+,0,0,0,1
4643,Little Man,4.5,13+,0,1,0,0
4644,Knights of Badassdom,5.6,18+,0,0,0,1
4645,Sunday Bloody Sunday,7,18+,0,0,0,1
4646,Careful What You Wish For,5.7,18+,0,0,0,1
4647,The Family Fang,6.1,18+,0,0,0,1
4648,The Offence,7,18+,0,0,0,1
4649,Diggstown,7,18+,0,0,0,1
4650,Horsemen,5.6,18+,0,0,0,1
4651,Target Number One,6.1,18+,0,0,0,1
4652,Band Baaja Baaraat,7.2,7+,1,0,0,0
4653,The Bang Bang Club,7,18+,0,0,0,1
4654,Stomp the Yard,5.4,13+,0,1,0,0
4655,I'll Follow You Down,6.1,13+,0,1,0,0
4656,The Wild Geese,6.8,18+,0,0,0,1
4657,The Possession of Michael King,5.7,18+,0,0,0,1
4658,Factory Girl,6.4,18+,0,0,0,1
4659,The Original Kings of Comedy,6.8,18+,0,0,0,1
4660,The Ones Below,6.1,18+,0,0,0,1
4661,Black Box,6.2,16+,0,0,1,0
4662,Cool World,4.9,13+,0,1,0,0
4663,Jeffrey,6.8,18+,0,0,0,1
4664,2 Days in New York,6,18+,0,0,0,1
4665,Right at Your Door,6.1,18+,0,0,0,1
4666,The Lords of Salem,5.2,18+,0,0,0,1
4667,The Healer,6.3,18+,0,0,0,1
4668,Super Size Me 2: Holy Chicken!,7.1,13+,0,1,0,0
4669,Dead Man on Campus,6,18+,0,0,0,1
4670,A Fantastic Fear of Everything,5.8,18+,0,0,0,1
4671,Clockwatchers,6.6,13+,0,1,0,0
4672,Candyman: Farewell to the Flesh,5.3,18+,0,0,0,1
4673,Borderland,5.7,18+,0,0,0,1
4674,Merantau,6.7,18+,0,0,0,1
4675,Monsters of Man,5.3,18+,0,0,0,1
4676,The Answer Man,6.4,18+,0,0,0,1
4677,Operation Avalanche,6.1,18+,0,0,0,1
4678,Stander,7.1,18+,0,0,0,1
4679,The Extraordinary Journey of the Fakir,6.9,all,0,0,0,0
4680,Did You Hear About the Morgans?,4.9,13+,0,1,0,0
4681,The Last King,6.1,18+,0,0,0,1
4682,Mia and the White Lion,6.5,7+,1,0,0,0
4683,The Delta Force,5.6,18+,0,0,0,1
4684,Black Robe,7.1,18+,0,0,0,1
4685,Stay Tuned,6.2,7+,1,0,0,0
4686,...And God Created Woman,6.3,7+,1,0,0,0
4687,Fever Pitch,6.7,18+,0,0,0,1
4688,Beyond Re-Animator,5.8,18+,0,0,0,1
4689,The Accidental Husband,5.6,13+,0,1,0,0
4690,Surviving Christmas,5.4,13+,0,1,0,0
4691,More than a Game,7.6,7+,1,0,0,0
4692,Female Agents,6.8,18+,0,0,0,1
4693,The Long Walk Home,7.3,7+,1,0,0,0
4694,Bang the Drum Slowly,6.9,7+,1,0,0,0
4695,Storm Boy,6.9,7+,1,0,0,0
4696,Technotise: Edit and I,7.4,13+,0,1,0,0
4697,Rampage,6.2,18+,0,0,0,1
4698,Stitches,5.7,18+,0,0,0,1
4699,Jamesy Boy,6.3,18+,0,0,0,1
4700,Permanent Midnight,6.2,18+,0,0,0,1
4701,Inconceivable,5.2,18+,0,0,0,1
4702,Chato's Land,6.7,7+,1,0,0,0
4703,Jade,5.3,18+,0,0,0,1
4704,The Commune,6.4,18+,0,0,0,1
4705,Parallel,5.8,18+,0,0,0,1
4706,The Woman in Black 2: Angel of Death,4.8,13+,0,1,0,0
4707,The Blood of Heroes,6.5,18+,0,0,0,1
4708,The New Daughter,5.3,13+,0,1,0,0
4709,The Winning Season,6.6,13+,0,1,0,0
4710,All Nighter,5.8,18+,0,0,0,1
4711,Project Gutenberg,6.9,18+,0,0,0,1
4712,Ladybugs,5.5,13+,0,1,0,0
4713,The Beckoning Silence,7.5,7+,1,0,0,0
4714,Wander,4.9,18+,0,0,0,1
4715,Night Falls on Manhattan,6.6,18+,0,0,0,1
4716,Madame,6.1,16+,0,0,1,0
4717,Vanishing on 7th Street,4.9,18+,0,0,0,1
4718,The Truth About Emanuel,6,18+,0,0,0,1
4719,Jack Goes Boating,6.4,18+,0,0,0,1
4720,Max,6.5,18+,0,0,0,1
4721,Beautiful Kate,6.7,18+,0,0,0,1
4722,The Road to Wellville,5.9,18+,0,0,0,1
4723,Rupture,4.8,18+,0,0,0,1
4724,Syrup,5.6,18+,0,0,0,1
4725,Being Charlie,6.2,18+,0,0,0,1
4726,Creative Control,5.4,18+,0,0,0,1
4727,Milk Money,5.6,13+,0,1,0,0
4728,Madea Goes to Jail,4.5,13+,0,1,0,0
4729,An American Rhapsody,6.7,13+,0,1,0,0
4730,Juggernaut,6.6,7+,1,0,0,0
4731,Suck,6.1,18+,0,0,0,1
4732,Ulee's Gold,7,18+,0,0,0,1
4733,Ronal the Barbarian,6.6,18+,0,0,0,1
4734,Jiang Ziya: The Legend of Deification,6.6,7+,1,0,0,0
4735,Replicant,5.4,18+,0,0,0,1
4736,The Beautician and the Beast,5.5,7+,1,0,0,0
4737,Small Apartments,6.1,18+,0,0,0,1
4738,Slackers,5.4,18+,0,0,0,1
