ID,Title,IMDb,Age Category,d1,d2,d3,d4
535,Sergio,6.1,18+,0,0,0,1
536,In the Shadow of the Moon,6.2,18+,0,0,0,1
537,Mirror Mirror,5.6,7+,1,0,0,0
538,Hasee Toh Phasee,6.8,13+,0,1,0,0
539,Brooklyn's Finest,6.7,18+,0,0,0,1
540,Wakefield,6.3,18+,0,0,0,1
541,Wish I Was Here,6.7,18+,0,0,0,1
542,Lu Over the Wall,6.8,7+,1,0,0,0
543,Man of Tai Chi,6.1,18+,0,0,0,1
544,Comedian,6.9,18+,0,0,0,1
545,The Secret,5.6,7+,1,0,0,0
546,The Kissing Booth,6.1,16+,0,0,1,0
547,Horns,6.5,18+,0,0,0,1
548,First Match,6.3,18+,0,0,0,1
549,The Short Game,7.4,7+,1,0,0,0
550,Sunday's Illness,6.9,13+,0,1,0,0
551,Chicken Little,5.7,all,0,0,0,0
552,Kicking and Screaming,6.8,18+,0,0,0,1
553,Kevin Hart: Let Me Explain,6.8,18+,0,0,0,1
554,Fun with Dick and Jane,6.2,13+,0,1,0,0
555,Seoul Searching,7.1,18+,0,0,0,1
556,The Keeping Hours,6.3,13+,0,1,0,0
557,Kickboxer: Retaliation,5,18+,0,0,0,1
558,Time Share,6,18+,0,0,0,1
559,Johnny English Reborn,6.3,7+,1,0,0,0
560,Dil Dhadakne Do,6.8,13+,0,1,0,0
561,6 Days,6.2,18+,0,0,0,1
562,Morris from America,6.2,18+,0,0,0,1
563,Joshua: Teenager vs. Superpower,7,16+,0,0,1,0
564,Highway,7.7,13+,0,1,0,0
565,Sweet Virginia,6.2,18+,0,0,0,1
566,Chloe,6.3,18+,0,0,0,1
567,Benji,6.3,7+,1,0,0,0
568,All About Nina,6,18+,0,0,0,1
569,Heartbreakers,6.2,13+,0,1,0,0
570,Kevin Hart: What Now?,5.9,18+,0,0,0,1
571,"Michael Bolton's Big, Sexy Valentine's Day Special",6.7,18+,0,0,0,1
572,All Day and a Night,5.9,18+,0,0,0,1
573,ARQ,6.4,18+,0,0,0,1
574,Nighthawks,6.4,18+,0,0,0,1
575,Romeo Must Die,6.1,18+,0,0,0,1
576,47 Meters Down,5.6,13+,0,1,0,0
577,Ghost Rider,5.2,13+,0,1,0,0
578,Sierra Burgess Is a Loser,5.8,13+,0,1,0,0
579,Same Kind of Different as Me,6.6,13+,0,1,0,0
580,Cult of Chucky,5.2,18+,0,0,0,1
581,Tremors 2: Aftershocks,6,13+,0,1,0,0
582,May the Devil Take You,6,18+,0,0,0,1
583,Invader ZIM: Enter the Florpus,7.5,7+,1,0,0,0
584,Jupiter Ascending,5.3,13+,0,1,0,0
585,The Occupant,6.3,18+,0,0,0,1
586,Wildling,5.5,18+,0,0,0,1
587,Velvet Buzzsaw,5.7,18+,0,0,0,1
588,Win It All,6.2,18+,0,0,0,1
589,Nacho Libre,5.7,7+,1,0,0,0
590,Lady J,6.9,16+,0,0,1,0
591,Voyeur,6.2,18+,0,0,0,1
592,Dinner for Schmucks,5.9,13+,0,1,0,0
593,School Daze,6,18+,0,0,0,1
594,The Knight Before Christmas,5.5,7+,1,0,0,0
595,Resident Evil: Afterlife,5.8,18+,0,0,0,1
596,Conor McGregor: Notorious,7.2,18+,0,0,0,1
597,Khoobsurat,6.4,7+,1,0,0,0
598,The Ballad of Lefty Brown,6.3,18+,0,0,0,1
599,The Space Between Us,6.4,13+,0,1,0,0
600,Karthik Calling Karthik,7,7+,1,0,0,0
601,Ginger & Rosa,6.3,13+,0,1,0,0
602,The Time Machine,6,13+,0,1,0,0
603,Kabhi Alvida Naa Kehna,6.1,18+,0,0,0,1
604,Maps to the Stars,6.2,18+,0,0,0,1
605,Looney Tunes: Back in Action,5.7,7+,1,0,0,0
606,Homecoming: A Film by BeyoncÃ©,7.4,13+,0,1,0,0
607,A Christmas Prince,5.7,7+,1,0,0,0
608,Occupation,5.1,18+,0,0,0,1
609,"Faith, Hope & Love",6.1,7+,1,0,0,0
610,The Bling Ring,5.6,18+,0,0,0,1
611,PokÃ©mon the Movie: The Power of Us,6.3,all,0,0,0,0
612,Chronicle of an Escape,7.2,18+,0,0,0,1
613,The Tourist,6,13+,0,1,0,0
614,Menashe,6.5,7+,1,0,0,0
615,Lez Bomb,5,18+,0,0,0,1
616,What a Girl Wants,5.8,7+,1,0,0,0
617,Candy Jar,5.8,13+,0,1,0,0
618,He Named Me Malala,6.9,13+,0,1,0,0
619,Race to Witch Mountain,5.7,7+,1,0,0,0
620,A Gray State,6.2,18+,0,0,0,1
621,A Night at the Roxbury,6.3,13+,0,1,0,0
622,Song for Marion,7,13+,0,1,0,0
623,The Discovery,6.3,18+,0,0,0,1
624,The Laundromat,6.3,18+,0,0,0,1
625,Una,6.2,18+,0,0,0,1
626,Bethany Hamilton: Unstoppable,7.3,7+,1,0,0,0
627,Alone in Berlin,6.5,18+,0,0,0,1
628,Dhobi Ghat,7,16+,0,0,1,0
629,Burning Sands,6.1,18+,0,0,0,1
630,We Are Your Friends,6.2,18+,0,0,0,1
631,The Rugrats Movie,5.9,all,0,0,0,0
632,Hit & Run,6.1,18+,0,0,0,1
633,Mean Dreams,6.3,18+,0,0,0,1
634,Ali Wong: Hard Knock Wife,7.4,18+,0,0,0,1
635,Pope Francis: A Man of His Word,6.1,7+,1,0,0,0
636,68 Kill,6,18+,0,0,0,1
637,14 Blades,6.3,18+,0,0,0,1
638,Triple Threat,5.5,18+,0,0,0,1
639,Earth to Echo,5.8,7+,1,0,0,0
640,40 Days and 40 Nights,5.6,18+,0,0,0,1
641,Hannibal Buress: Comedy Camisado,6.6,18+,0,0,0,1
642,Beyond Skyline,5.3,18+,0,0,0,1
643,Ninja Assassin,6.3,18+,0,0,0,1
644,"As Above, So Below",6.2,18+,0,0,0,1
645,The Cloverfield Paradox,5.5,13+,0,1,0,0
646,Concussion,5.6,18+,0,0,0,1
647,Little Monsters,6.1,7+,1,0,0,0
648,The Core,5.5,13+,0,1,0,0
649,2 States,6.9,7+,1,0,0,0
650,The Rum Diary,6.2,18+,0,0,0,1
651,Being AP,6.5,13+,0,1,0,0
652,6 Balloons,5.8,18+,0,0,0,1
653,Knock Down the House,6.9,7+,1,0,0,0
654,Soorma,7.4,13+,0,1,0,0
655,EMO the Musical,6.1,16+,0,0,1,0
656,Secret in Their Eyes,6.3,13+,0,1,0,0
657,Automata,6.1,18+,0,0,0,1
658,A Little Chaos,6.5,18+,0,0,0,1
659,Don't Be Afraid of the Dark,5.6,18+,0,0,0,1
660,Paheli,6.5,13+,0,1,0,0
661,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,7,18+,0,0,0,1
662,Someone Great,6.2,18+,0,0,0,1
663,Amanda Knox,6.9,18+,0,0,0,1
664,My Suicide,7.2,18+,0,0,0,1
665,Anon,6.1,18+,0,0,0,1
666,Brain on Fire,6.6,13+,0,1,0,0
667,A Bad Moms Christmas,5.6,18+,0,0,0,1
668,Scary Movie 2,5.3,18+,0,0,0,1
669,Failure to Launch,5.6,13+,0,1,0,0
670,The Golem,5.6,18+,0,0,0,1
671,Atlantics,6.7,16+,0,0,1,0
672,Lost Girls,6.1,18+,0,0,0,1
673,Jonathan,5.9,18+,0,0,0,1
674,Chennai Express,6,13+,0,1,0,0
675,To the Bone,6.8,18+,0,0,0,1
676,Kabali,6.2,18+,0,0,0,1
677,Popeye,5.3,7+,1,0,0,0
678,Get Santa,6.2,7+,1,0,0,0
679,Like Father,6.1,18+,0,0,0,1
680,War Machine,6,18+,0,0,0,1
681,Deidra & Laney Rob a Train,6.1,16+,0,0,1,0
682,Falling Inn Love,5.6,7+,1,0,0,0
683,The Bounty Hunter,5.6,13+,0,1,0,0
684,Guess Who,5.9,13+,0,1,0,0
685,Nobody Speak: Trials of the Free Press,6.5,16+,0,0,1,0
686,Initial D,6.4,7+,1,0,0,0
687,Valentine's Day,5.7,13+,0,1,0,0
688,The Lovers,6,18+,0,0,0,1
689,Pari,6.6,13+,0,1,0,0
690,Sleepless,5.6,18+,0,0,0,1
691,How to Be a Latin Lover,5.9,13+,0,1,0,0
692,Detour,6.2,18+,0,0,0,1
693,Ghosts of Girlfriends Past,5.8,13+,0,1,0,0
694,War on Everyone,5.8,18+,0,0,0,1
695,Juanita,5.9,18+,0,0,0,1
696,Equals,6.1,13+,0,1,0,0
697,The Last Days of Chez Nous,6.6,18+,0,0,0,1
698,The Bleeding Edge,7.7,16+,0,0,1,0
699,Clive Davis: The Soundtrack of Our Lives,7.4,13+,0,1,0,0
700,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.7,18+,0,0,0,1
701,Goosebumps 2: Haunted Halloween,5.6,7+,1,0,0,0
702,National Parks Adventures,7,13+,0,1,0,0
703,Sand Castle,6.3,18+,0,0,0,1
704,In the Tall Grass,5.4,18+,0,0,0,1
705,Kevin Hart: Irresponsible,6.4,18+,0,0,0,1
706,The B-Side: Elsa Dorfman's Portrait Photography,6.6,18+,0,0,0,1
707,The Bad Education Movie,5.7,13+,0,1,0,0
708,Norman Lear: Just Another Version of You,7.2,13+,0,1,0,0
709,A Tale of Love and Darkness,6,13+,0,1,0,0
710,Godzilla,5.4,13+,0,1,0,0
711,Raising Cain,6.1,18+,0,0,0,1
712,Results,5.4,18+,0,0,0,1
713,Hop,5.4,7+,1,0,0,0
714,Toro,5.9,13+,0,1,0,0
715,The Peacemaker,5.9,18+,0,0,0,1
716,Jim Gaffigan: Obsessed,7.6,16+,0,0,1,0
717,The Final Destination,5.2,18+,0,0,0,1
718,For Colored Girls,6.1,18+,0,0,0,1
719,The Heartbreak Kid,5.8,18+,0,0,0,1
720,The Art of the Steal,6.3,18+,0,0,0,1
721,Holiday in the Wild,6.1,7+,1,0,0,0
722,A-X-L,5.3,13+,0,1,0,0
723,Orbiter 9,5.9,16+,0,0,1,0
724,For Love or Money,6.2,7+,1,0,0,0
725,The Package,5.5,18+,0,0,0,1
726,Tau,5.8,18+,0,0,0,1
727,The Body Remembers When the World Broke Open,6.7,18+,0,0,0,1
728,Tusk,5.3,18+,0,0,0,1
729,Gemini,5.4,18+,0,0,0,1
730,The Student,6.9,13+,0,1,0,0
731,My Entire High School Sinking Into the Sea,6,13+,0,1,0,0
732,PokÃ©mon the Movie: I Choose You!,6.3,7+,1,0,0,0
733,Tremors 3: Back to Perfection,5.3,7+,1,0,0,0
734,God's Not Dead,4.7,7+,1,0,0,0
735,24 Hours to Live,5.7,18+,0,0,0,1
736,A Family Man,6.5,18+,0,0,0,1
737,The Nutcracker and the Four Realms,5.5,7+,1,0,0,0
738,The Super,5.9,18+,0,0,0,1
739,Adventures in Public School,5.8,16+,0,0,1,0
740,A Very Murray Christmas,5.5,18+,0,0,0,1
741,The Trust,5.4,18+,0,0,0,1
742,Dean,6.2,13+,0,1,0,0
743,Rowdy Rathore,5.7,13+,0,1,0,0
744,Girl on the Third Floor,4.6,18+,0,0,0,1
745,Mindhorn,6.3,18+,0,0,0,1
746,WHAT DID JACK DO?,6.5,16+,0,0,1,0
747,13 Cameras,5.1,18+,0,0,0,1
748,Come and Find Me,5.7,18+,0,0,0,1
749,Cirque du Freak: The Vampire's Assistant,5.8,13+,0,1,0,0
750,The Rachel Divide,6.2,18+,0,0,0,1
751,The Captive,5.9,18+,0,0,0,1
752,Irreplaceable You,6.4,18+,0,0,0,1
753,Barbecue,6.4,7+,1,0,0,0
754,Dark Places,6.2,18+,0,0,0,1
755,Await Further Instructions,4.8,18+,0,0,0,1
756,The Bad Batch,5.3,18+,0,0,0,1
757,Drillbit Taylor,5.7,13+,0,1,0,0
758,Jeremiah Tower: The Last Magnificent,6.4,18+,0,0,0,1
759,Closed Circuit,6.2,18+,0,0,0,1
760,At First Light,5.5,13+,0,1,0,0
761,I'll See You in My Dreams,6.7,13+,0,1,0,0
762,It Takes Two,5.9,7+,1,0,0,0
763,Cop Out,5.6,18+,0,0,0,1
764,Acts of Vengeance,5.7,18+,0,0,0,1
765,Stink!,7.1,all,0,0,0,0
766,The Green Inferno,5.3,18+,0,0,0,1
767,The Lodgers,5.1,18+,0,0,0,1
768,Billu,6.2,7+,1,0,0,0
769,Standoff,6.1,18+,0,0,0,1
770,The Do-Over,5.7,18+,0,0,0,1
771,The Vatican Tapes,4.9,18+,0,0,0,1
772,St. Agatha,5.2,18+,0,0,0,1
773,Close,5.7,18+,0,0,0,1
774,5 Flights Up,6.2,13+,0,1,0,0
775,Goon: Last of the Enforcers,5.8,18+,0,0,0,1
776,Life After Beth,5.6,18+,0,0,0,1
777,Take Me,6.1,18+,0,0,0,1
778,And Breathe Normally,6.8,16+,0,0,1,0
779,The Tribes of Palos Verdes,5.8,18+,0,0,0,1
780,Pete Davidson: Alive from New York,5.9,18+,0,0,0,1
781,House at the End of the Street,5.6,13+,0,1,0,0
782,All the Boys Love Mandy Lane,5.5,18+,0,0,0,1
783,Mute,5.4,18+,0,0,0,1
784,The Warriors Gate,5.4,13+,0,1,0,0
785,Dream House,6,13+,0,1,0,0
786,Luka Chuppi,6.3,7+,1,0,0,0
787,Arjun: The Warrior Prince,6.8,all,0,0,0,0
788,Skiptrace,5.7,13+,0,1,0,0
789,Miss Virginia,6.6,16+,0,0,1,0
790,Otherhood,6,18+,0,0,0,1
791,"Fireworks, Should We See It from the Side or the Bottom?",5.5,13+,0,1,0,0
792,The Motive,6.5,18+,0,0,0,1
793,Come Sunday,5.9,16+,0,0,1,0
794,Country Strong,6.3,13+,0,1,0,0
795,RiÂ¢hie RiÂ¢h,5.4,7+,1,0,0,0
796,Message from the King,6.4,18+,0,0,0,1
797,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,13+,0,1,0,0
798,Revenger,5.7,18+,0,0,0,1
799,American Circumcision,7.3,16+,0,0,1,0
800,Raajneeti,7.1,7+,1,0,0,0
801,Shepherds and Butchers,6.8,18+,0,0,0,1
802,Carrie,5.5,18+,0,0,0,1
803,For Greater Glory: The True Story of Cristiada,6.6,18+,0,0,0,1
804,Happy New Year,5,all,0,0,0,0
805,Between Worlds,4.4,18+,0,0,0,1
806,Savage Dog,4.9,16+,0,0,1,0
807,Close Enemies,6.3,18+,0,0,0,1
808,"Yours, Mine & Ours",5.5,7+,1,0,0,0
809,The Hurricane Heist,5.1,13+,0,1,0,0
810,Wine Country,5.4,18+,0,0,0,1
811,Barely Lethal,5.4,13+,0,1,0,0
812,Buffalo Boys,5.8,18+,0,0,0,1
813,Immoral Tales,5.6,18+,0,0,0,1
814,3 Generations,5.9,13+,0,1,0,0
815,A Christmas Prince: The Royal Wedding,5.2,7+,1,0,0,0
816,XX,4.5,18+,0,0,0,1
817,Bullet Head,5.4,18+,0,0,0,1
818,Moonwalkers,6.1,18+,0,0,0,1
819,Imagine That,5.6,7+,1,0,0,0
820,BÃ©bÃ©'s Kids,5.8,13+,0,1,0,0
821,Patrick,5.8,16+,0,0,1,0
822,Sleepover,5.3,7+,1,0,0,0
823,Mascots,5.7,18+,0,0,0,1
824,Aarakshan,6.2,13+,0,1,0,0
825,The Outcasts,5.5,13+,0,1,0,0
826,Tad the Lost Explorer and the Secret of King Midas,6.2,7+,1,0,0,0
827,Major League II,5.6,7+,1,0,0,0
828,Force 2,6.2,7+,1,0,0,0
829,Tarzan II,5.6,all,0,0,0,0
830,He's Out There,5.2,18+,0,0,0,1
831,Rugrats Go Wild,5.6,7+,1,0,0,0
832,YucatÃ¡n,5.4,7+,1,0,0,0
833,Trespass Against Us,5.8,18+,0,0,0,1
834,The Last Summer,5.6,16+,0,0,1,0
835,Sinister 2,5.3,18+,0,0,0,1
836,Bennett's War,5.5,13+,0,1,0,0
837,A Haunted House,5,18+,0,0,0,1
838,Anthony Jeselnik: Fire in the Maternity Ward,7,18+,0,0,0,1
839,"The Goods: Live Hard, Sell Hard",5.8,18+,0,0,0,1
840,Sandy Wexler,5.1,16+,0,0,1,0
841,Sex and the City 2,4.5,18+,0,0,0,1
842,Badland,5.7,16+,0,0,1,0
843,The Most Assassinated Woman in the World,5.3,18+,0,0,0,1
844,Bushwick,5.2,18+,0,0,0,1
845,Dilwale,5.2,7+,1,0,0,0
846,Ibiza,5.2,18+,0,0,0,1
847,Jailbreak,5.4,18+,0,0,0,1
848,"Game Over, Man!",5.4,18+,0,0,0,1
849,The Same Blood,6,18+,0,0,0,1
850,Love Wedding Repeat,5.5,18+,0,0,0,1
851,Apollo 18,5.2,13+,0,1,0,0
852,Strange Weather,5.9,18+,0,0,0,1
853,Rolling Papers,6.2,18+,0,0,0,1
854,Chernobyl Diaries,5,18+,0,0,0,1
855,The Sea of Trees,6.1,13+,0,1,0,0
856,The Cat in the Hat,3.9,7+,1,0,0,0
857,Cut Bank,6,18+,0,0,0,1
858,Casa De Mi Padre,5.5,18+,0,0,0,1
859,Baaghi,5.2,7+,1,0,0,0
860,Demonic,5.3,18+,0,0,0,1
861,The Longshots,5.4,7+,1,0,0,0
862,Friend Request,5.3,18+,0,0,0,1
863,The Duel,5.8,13+,0,1,0,0
864,Silent Hill: Revelation 3D,5,18+,0,0,0,1
865,Hangman,5.2,18+,0,0,0,1
866,Lila & Eve,5.8,18+,0,0,0,1
867,Polar,6.3,18+,0,0,0,1
868,Ek Main Aur Ekk Tu,5.8,7+,1,0,0,0
869,The Warning,5.9,18+,0,0,0,1
870,Iron Sky The Coming Race,5,18+,0,0,0,1
871,Shimmer Lake,6.2,18+,0,0,0,1
872,Soul Plane,4.5,18+,0,0,0,1
873,American Anarchist,5.8,18+,0,0,0,1
874,She Hate Me,5.3,18+,0,0,0,1
875,The Week Of,5.1,13+,0,1,0,0
876,Lady Bloodfight,5.6,18+,0,0,0,1
877,Earthquake Bird,5.9,18+,0,0,0,1
878,Bokeh,5,18+,0,0,0,1
879,W.E.,6.3,18+,0,0,0,1
880,Casting JonBenet,6.1,16+,0,0,1,0
881,By the Sea,5.3,18+,0,0,0,1
882,Illang: The Wolf Brigade,6,18+,0,0,0,1
883,IO,4.7,13+,0,1,0,0
884,Hope Springs Eternal,4.7,7+,1,0,0,0
885,Where the Money Is,6.2,13+,0,1,0,0
886,Mubarakan,5.6,13+,0,1,0,0
887,Vincent N Roxxy,5.5,18+,0,0,0,1
888,Tall Girl,5.2,7+,1,0,0,0
889,USS Indianapolis: Men of Courage,5.2,18+,0,0,0,1
890,Tremors: A Cold Day in Hell,5,13+,0,1,0,0
891,The Last Airbender,4.1,7+,1,0,0,0
892,Step Sisters,5.4,13+,0,1,0,0
893,Speech & Debate,5.9,13+,0,1,0,0
894,Backtrack,5.9,18+,0,0,0,1
895,Don't Knock Twice,5.1,18+,0,0,0,1
896,The Black Godfather,6.5,18+,0,0,0,1
897,Martin Lawrence Live: Runteldat,5.4,18+,0,0,0,1
898,Mo' Money,5.5,18+,0,0,0,1
899,Special Correspondents,5.8,13+,0,1,0,0
900,PokÃ©mon: Mewtwo Strikes Back - Evolution,5.7,13+,0,1,0,0
901,The Assignment,4.6,18+,0,0,0,1
902,Love Beats Rhymes,5.3,18+,0,0,0,1
903,Snow Day,5.1,7+,1,0,0,0
904,Jem and the Holograms,4.1,7+,1,0,0,0
905,How It Ends,5,18+,0,0,0,1
906,El Camino Christmas,5.7,18+,0,0,0,1
907,The Legend of Cocaine Island,6.3,18+,0,0,0,1
908,Malevolent,4.8,18+,0,0,0,1
909,Point Blank,5.7,18+,0,0,0,1
910,Swearnet: The Movie,5.9,18+,0,0,0,1
911,DragonHeart: A New Beginning,4.5,7+,1,0,0,0
912,I Am Wrath,5.4,18+,0,0,0,1
913,Tales from the Hood 2,4.4,18+,0,0,0,1
914,XOXO,5.3,18+,0,0,0,1
915,Social Animals,5.2,18+,0,0,0,1
916,Mercy Black,4.9,16+,0,0,1,0
917,Fun Mom Dinner,5.2,18+,0,0,0,1
918,The Titan,4.8,18+,0,0,0,1
919,Sliver,5,18+,0,0,0,1
920,Half Girlfriend,4.3,7+,1,0,0,0
921,God Bless the Broken Road,5.5,7+,1,0,0,0
922,Cezanne and I,6,18+,0,0,0,1
923,Screwed,5.8,18+,0,0,0,1
924,Mara,5.1,18+,0,0,0,1
925,Puerto Ricans in Paris,5.3,18+,0,0,0,1
926,Skin Trade,5.6,18+,0,0,0,1
927,Arctic Dogs,4.5,7+,1,0,0,0
928,Cats & Dogs: The Revenge of Kitty Galore,4.3,7+,1,0,0,0
929,The Roommate,4.8,13+,0,1,0,0
930,Doom: Annihilation,3.6,18+,0,0,0,1
931,The Watcher,5.3,18+,0,0,0,1
932,Some Kind of Beautiful,5.7,18+,0,0,0,1
933,The Adderall Diaries,5.2,18+,0,0,0,1
934,The Legacy of a Whitetail Deer Hunter,5.5,16+,0,0,1,0
935,Shorts,4.7,7+,1,0,0,0
936,Rim of the World,5.1,7+,1,0,0,0
937,First Kill,5,18+,0,0,0,1
938,Miss Julie,5.4,13+,0,1,0,0
939,Ready to Mingle,5.9,18+,0,0,0,1
940,The Bye Bye Man,4.2,13+,0,1,0,0
941,Spy Kids: All the Time in the World,3.5,7+,1,0,0,0
942,The Little Mermaid,4.2,7+,1,0,0,0
943,Twin Murders: The Silence of the White City,5.2,18+,0,0,0,1
944,A Dangerous Woman,5.8,18+,0,0,0,1
945,The Black Prince,6.6,13+,0,1,0,0
946,The Humanity Bureau,4.8,18+,0,0,0,1
947,Big Kill,5.3,18+,0,0,0,1
948,Girlfriend's Day,5.2,18+,0,0,0,1
949,All I Wish,5.1,18+,0,0,0,1
950,I Don't Know How She Does It,4.9,13+,0,1,0,0
951,Visions,5.3,18+,0,0,0,1
952,The Most Hated Woman in America,6.1,18+,0,0,0,1
953,Good People,5.5,18+,0,0,0,1
954,Hoodwinked Too! Hood VS. Evil,4.7,7+,1,0,0,0
955,Don Verdean,5.4,13+,0,1,0,0
956,The Love Guru,3.8,13+,0,1,0,0
957,Elisa & Marcela,6.5,18+,0,0,0,1
958,The Clapper,5.1,18+,0,0,0,1
959,Perdida,5.6,18+,0,0,0,1
960,God's Not Dead: A Light in Darkness,4.5,7+,1,0,0,0
961,Judwaa 2,3.8,16+,0,0,1,0
962,Azhar,5.8,13+,0,1,0,0
963,Secret Obsession,4.3,13+,0,1,0,0
964,Blood Money,4.4,18+,0,0,0,1
965,Zoom,4.4,7+,1,0,0,0
966,Aiyaary,5.3,16+,0,0,1,0
967,The Last Face,4.9,18+,0,0,0,1
968,Judy Moody and the Not Bummer Summer,4.2,7+,1,0,0,0
969,Woody Woodpecker,4.1,7+,1,0,0,0
970,Revenge of the Green Dragons,5.3,18+,0,0,0,1
971,Deep,4.1,7+,1,0,0,0
972,Krystal,5.4,18+,0,0,0,1
973,The Devil Inside,4.2,18+,0,0,0,1
974,Happy Family,4.8,7+,1,0,0,0
975,Reincarnated,6.2,18+,0,0,0,1
976,14 Cameras,4.5,18+,0,0,0,1
977,Shark Night 3D,4,13+,0,1,0,0
978,The Runner,4.7,18+,0,0,0,1
979,Kings,5,18+,0,0,0,1
980,All the Devil's Men,5.1,18+,0,0,0,1
981,Monsters: Dark Continent,4.3,18+,0,0,0,1
982,A Glimpse Inside the Mind of Charles Swan III,4.8,18+,0,0,0,1
983,The Last Thing He Wanted,4.2,18+,0,0,0,1
984,Dance Flick,3.5,13+,0,1,0,0
985,The (Silent) War,5.6,18+,0,0,0,1
986,Jacob's Ladder,3.4,18+,0,0,0,1
987,"Berlin, I Love You",4.6,18+,0,0,0,1
988,I'm in Love with a Church Girl,4.4,7+,1,0,0,0
989,Poster Boys,5.5,13+,0,1,0,0
990,Sextuplets,4.4,16+,0,0,1,0
991,The Open House,3.2,18+,0,0,0,1
992,Change in the Air,5.4,7+,1,0,0,0
993,Monster Island,4.8,7+,1,0,0,0
994,A Perfect Man,5.2,18+,0,0,0,1
995,Day of the Dead: Bloodline,3.4,18+,0,0,0,1
996,I Am Vengeance,4.3,18+,0,0,0,1
997,Beneath The Leaves,4.5,18+,0,0,0,1
998,Viking Destiny,4.2,18+,0,0,0,1
999,Black Rose,2.5,18+,0,0,0,1
1000,Mantra,5.2,13+,0,1,0,0
1001,The Dark Knight,9,13+,0,1,0,0
1002,GoodFellas,8.7,18+,0,0,0,1
1003,Parasite,8.6,18+,0,0,0,1
1004,Good Will Hunting,8.3,18+,0,0,0,1
1005,The Green Mile,8.6,18+,0,0,0,1
1006,Batman Begins,8.2,13+,0,1,0,0
1007,Grave of the Fireflies,8.5,7+,1,0,0,0
1008,Kill Bill: Vol. 1,8.1,18+,0,0,0,1
1009,Zombieland,7.6,18+,0,0,0,1
1010,A Quiet Place,7.5,13+,0,1,0,0
1011,Kill Bill: Vol. 2,8,18+,0,0,0,1
1012,Let the Right One In,7.9,18+,0,0,0,1
1013,True Grit,7.6,13+,0,1,0,0
1014,Akira,8,18+,0,0,0,1
1015,50/50,7.6,18+,0,0,0,1
1016,Hunt for the Wilderpeople,7.9,13+,0,1,0,0
1017,The Graduate,8,7+,1,0,0,0
1018,Portrait of a Lady on Fire,8.2,18+,0,0,0,1
1019,Misery,7.8,18+,0,0,0,1
1020,The Conjuring,7.5,18+,0,0,0,1
1021,Free Solo,8.2,13+,0,1,0,0
1022,Captain Fantastic,7.9,18+,0,0,0,1
1023,"I, Tonya",7.5,18+,0,0,0,1
1024,Blazing Saddles,7.7,18+,0,0,0,1
1025,Shoplifters,8,18+,0,0,0,1
1026,Up in the Air,7.4,18+,0,0,0,1
1027,The Cabin in the Woods,7,18+,0,0,0,1
1028,How to Train Your Dragon: The Hidden World,7.5,7+,1,0,0,0
1029,Escape from Alcatraz,7.6,7+,1,0,0,0
1030,Star Trek II: The Wrath of Khan,7.7,7+,1,0,0,0
1031,Apollo 11,8.2,all,0,0,0,0
1032,Booksmart,7.2,18+,0,0,0,1
1033,Super 8,7,13+,0,1,0,0
1034,Mission: Impossible - Fallout,7.7,13+,0,1,0,0
1035,Coherence,7.2,7+,1,0,0,0
1036,Annihilation,6.9,18+,0,0,0,1
1037,Heathers,7.2,18+,0,0,0,1
1038,The Descent,7.2,18+,0,0,0,1
1039,The Guilty,7.5,18+,0,0,0,1
1040,Fighting with My Family,7.1,13+,0,1,0,0
1041,Bumblebee,6.8,13+,0,1,0,0
1042,Rango,7.2,7+,1,0,0,0
1043,Instant Family,7.3,13+,0,1,0,0
1044,13 Assassins,7.6,18+,0,0,0,1
1045,The Host,7.1,18+,0,0,0,1
1046,Volver,7.6,18+,0,0,0,1
1047,We Need to Talk About Kevin,7.5,18+,0,0,0,1
1048,Let Me In,7.1,18+,0,0,0,1
1049,Three Identical Strangers,7.7,13+,0,1,0,0
1050,A Simple Favor,6.8,18+,0,0,0,1
1051,Creed II,7.1,13+,0,1,0,0
1052,Loving Vincent,7.8,13+,0,1,0,0
1053,Megamind,7.2,7+,1,0,0,0
1054,The Full Monty,7.2,18+,0,0,0,1
1055,Abominable,7,7+,1,0,0,0
1056,The Chaser,7.9,13+,0,1,0,0
1057,Hotel Mumbai,7.6,18+,0,0,0,1
1058,Nobody Knows,8.1,13+,0,1,0,0
1059,Ninja Scroll,7.9,18+,0,0,0,1
1060,Chicken Run,7,all,0,0,0,0
1061,Swingers,7.2,18+,0,0,0,1
1062,"Food, Inc.",7.8,7+,1,0,0,0
1063,Melancholia,7.2,18+,0,0,0,1
1064,Minding the Gap,8.1,18+,0,0,0,1
1065,The Second Mother,7.8,18+,0,0,0,1
1066,Notes on a Scandal,7.4,18+,0,0,0,1
1067,Star Trek VI: The Undiscovered Country,7.2,7+,1,0,0,0
1068,Love & Mercy,7.4,13+,0,1,0,0
1069,The Prince of Egypt,7.1,7+,1,0,0,0
1070,Tickled,7.6,18+,0,0,0,1
1071,Sorry to Bother You,6.9,18+,0,0,0,1
1072,The Way Back,7.3,13+,0,1,0,0
1073,Detroit,7.3,18+,0,0,0,1
1074,Risky Business,6.8,18+,0,0,0,1
